ref_no,event_ts,debit_acct,credit_acct,txn_value,ccy,activity_code,channel_cd,orig_ctry,dest_ctry,aml_flag,typology
T-001572,2025-05-24 17:19:00.000000,ACC-N0065,ACC-N0182,1492.42,USD,XFER,ONL,JP,GB,,
T-001573,2025-04-05 00:34:00.000000,ACC-SMF10,ACC-N0041,8373.73,USD,XFER,MOB,SG,US,,
T-001574,2025-04-25 01:30:00.000000,ACC-N0016,ACC-N0205,201.24,USD,WD,ATM,JP,DE,,
T-001575,2025-03-15 20:40:00.000000,ACC-N0035,ACC-SMF03,14735.5,USD,DEP,BRN,CA,GB,,
T-001576,2025-03-20 22:40:00.000000,ACC-N0179,ACC-RCO09,4406.42,USD,DEP,ATM,AU,CA,,
T-001577,2025-04-23 20:12:00.000000,ACC-N0079,ACC-N0074,2195.4,USD,WD,BRN,AU,US,,
T-001578,2025-04-27 22:27:00.000000,ACC-N0041,ACC-LAY11,647.4,USD,DEP,ATM,US,AU,,
T-001579,2025-04-03 11:30:00.000000,ACC-N0106,ACC-RCO06,390.29,USD,XFER,ONL,AU,AU,,
T-001580,2025-05-09 04:24:00.000000,ACC-SMF17,ACC-N0179,5904.35,USD,XFER,ONL,GB,US,,
T-001581,2025-04-08 13:25:00.000000,ACC-STR07,ACC-N0136,2012.77,USD,WD,ATM,SG,FR,,
T-001582,2025-04-17 21:16:00.000000,ACC-N0145,ACC-LAY06,2232.47,USD,XFER,MOB,CA,GB,,
T-001583,2025-04-02 20:27:00.000000,ACC-N0061,ACC-LAY15,13895.91,USD,WD,BRN,FR,US,,
T-001584,2025-05-01 11:12:00.000000,ACC-STR03,ACC-N0005,9150.06,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001585,2025-04-18 04:28:00.000000,ACC-SMF19,ACC-N0123,165.14,USD,XFER,MOB,SG,CA,,
T-001586,2025-03-12 16:32:00.000000,ACC-STR08,ACC-N0112,9395.19,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001587,2025-03-05 23:40:00.000000,ACC-N0140,ACC-N0137,13947.23,USD,WD,BRN,AU,DE,,
T-001588,2025-05-23 17:51:00.000000,ACC-LAY07,ACC-N0031,2848.03,USD,WD,ATM,SG,CA,,
T-001589,2025-04-05 21:56:00.000000,ACC-N0218,ACC-N0109,3618.74,USD,WD,BRN,US,DE,,
T-001590,2025-05-18 14:30:00.000000,ACC-N0213,ACC-N0197,4285.82,USD,XFER,MOB,CA,FR,,
T-001591,2025-03-14 11:38:00.000000,ACC-N0115,ACC-N0202,8343.53,USD,XFER,MOB,FR,GB,,
T-001592,2025-03-07 03:17:00.000000,ACC-N0090,ACC-RCO10,11765.66,USD,WD,ATM,SG,FR,,
T-001593,2025-03-13 23:46:00.000000,ACC-N0105,ACC-N0174,3064.55,USD,XFER,MOB,GB,FR,,
T-001594,2025-03-09 06:54:00.000000,ACC-LAY07,ACC-N0211,869.94,USD,WD,ATM,JP,JP,,
T-001595,2025-03-15 22:55:00.000000,ACC-RCO05,ACC-STR02,10479.03,USD,XFER,ONL,AU,GB,,
T-001596,2025-04-21 09:58:00.000000,ACC-N0099,ACC-N0028,4550.58,USD,XFER,ONL,CA,AU,,
T-001597,2025-03-22 04:54:00.000000,ACC-N0127,ACC-N0027,5252.37,USD,XFER,MOB,US,JP,,
T-001598,2025-05-26 07:00:00.000000,ACC-N0023,ACC-N0052,10997.8,USD,DEP,ONL,JP,JP,,
T-001599,2025-04-12 01:29:00.000000,ACC-N0099,ACC-LAY04,13781.59,USD,XFER,MOB,DE,GB,,
T-001600,2025-03-22 18:00:00.000000,ACC-N0025,ACC-SMF08,11583.23,USD,XFER,MOB,FR,GB,,
T-001601,2025-04-04 12:08:00.000000,ACC-N0053,ACC-N0106,1455.42,USD,XFER,MOB,SG,DE,,
T-001602,2025-03-19 11:05:00.000000,ACC-LAY06,ACC-SMF08,3932.34,USD,XFER,ONL,US,CA,,
T-001603,2025-03-24 12:55:00.000000,ACC-N0164,ACC-N0212,5168.73,USD,WD,ATM,US,US,,
T-001604,2025-05-07 17:49:00.000000,ACC-N0175,ACC-RCO09,23715.39,USD,WIRE,WR,US,US,Y,RAPID_CASHOUT
T-001605,2025-05-12 01:36:00.000000,ACC-N0153,ACC-N0130,9768.77,USD,DEP,ATM,CA,DE,,
T-001606,2025-03-01 10:48:00.000000,ACC-N0195,ACC-N0040,11484.65,USD,XFER,MOB,JP,GB,,
T-001607,2025-04-17 00:37:00.000000,ACC-N0207,ACC-N0117,3943.97,USD,DEP,BRN,AU,US,,
T-001608,2025-04-22 22:00:00.000000,ACC-N0219,ACC-N0040,10191.08,USD,XFER,ONL,US,SG,,
T-001609,2025-04-20 00:14:00.000000,ACC-N0062,ACC-RCO06,10311.01,USD,XFER,ONL,DE,FR,,
T-001610,2025-04-11 23:40:00.000000,ACC-N0208,ACC-RCO04,11324.09,USD,DEP,ATM,JP,CA,,
T-001611,2025-05-09 02:28:00.000000,ACC-N0140,ACC-N0135,12974.89,USD,DEP,ONL,AU,US,,
T-001612,2025-04-24 15:27:00.000000,ACC-N0024,ACC-HUB03,13479.99,USD,WD,BRN,US,US,,
T-001613,2025-05-03 19:16:00.000000,ACC-N0024,ACC-RCO05,13336.62,USD,XFER,MOB,US,JP,,
T-001614,2025-03-18 17:45:00.000000,ACC-N0045,ACC-N0098,3918.05,USD,XFER,ONL,FR,CA,,
T-001615,2025-05-18 15:12:00.000000,ACC-N0042,ACC-LAY03,4128.96,USD,DEP,BRN,GB,FR,,
T-001616,2025-05-19 05:21:00.000000,ACC-N0187,ACC-N0180,14910.35,USD,XFER,MOB,CA,AU,,
T-001617,2025-05-12 13:21:00.000000,ACC-LAY12,ACC-RCO07,14577.88,USD,WD,ATM,FR,SG,,
T-001618,2025-05-04 03:07:00.000000,ACC-SMF24,ACC-N0111,5115.9,USD,XFER,ONL,US,AU,,
T-001619,2025-03-16 16:07:00.000000,ACC-N0074,ACC-N0152,11979.59,USD,WD,ATM,AU,SG,,
T-001620,2025-03-30 04:16:00.000000,ACC-N0143,ACC-LAY24,8102.57,USD,WD,ATM,CA,DE,,
T-001621,2025-03-23 17:41:00.000000,ACC-SMF02,ACC-SMF11,3246.22,USD,XFER,MOB,GB,US,,
T-001622,2025-04-23 01:45:00.000000,ACC-N0007,ACC-N0131,4722.25,USD,XFER,ONL,JP,GB,,
T-001623,2025-03-02 16:53:00.000000,ACC-N0194,ACC-HUB01,5816.58,USD,DEP,ATM,GB,DE,,
T-001624,2025-04-20 10:22:00.000000,ACC-N0114,ACC-N0073,10648.6,USD,WD,BRN,FR,GB,,
T-001625,2025-03-11 09:25:00.000000,ACC-LAY01,ACC-N0040,12983.84,USD,XFER,ONL,DE,CA,,
T-001626,2025-05-02 14:12:00.000000,ACC-N0055,ACC-N0118,3628.94,USD,WD,ATM,GB,CA,,
T-001627,2025-03-30 16:55:53.702529,ACC-HUB03,ACC-SMF14,7786.24,USD,XFER,ONL,US,US,Y,SMURFING
T-001628,2025-04-23 03:42:00.000000,ACC-N0046,ACC-N0139,3781.9,USD,DEP,ATM,AU,SG,,
T-001629,2025-05-27 09:22:00.000000,ACC-N0117,ACC-N0086,9280.55,USD,XFER,MOB,FR,DE,,
T-001630,2025-04-07 02:32:00.000000,ACC-N0176,ACC-LAY02,1546.26,USD,XFER,MOB,US,US,,
T-001631,2025-04-10 12:58:00.000000,ACC-LAY11,ACC-N0104,12529.53,USD,DEP,ATM,GB,DE,,
T-001632,2025-03-06 20:23:00.000000,ACC-N0012,ACC-N0084,3163.67,USD,WD,BRN,US,AU,,
T-001633,2025-03-31 08:46:53.538844,ACC-HUB03,ACC-SMF17,7547.07,USD,XFER,ONL,US,US,Y,SMURFING
T-001634,2025-03-15 09:26:00.000000,ACC-SMF24,ACC-N0212,3058.98,USD,DEP,BRN,SG,DE,,
T-001635,2025-05-02 19:27:00.000000,ACC-N0020,ACC-N0020,4337.37,USD,DEP,ATM,JP,AU,,
T-001636,2025-05-04 15:42:00.000000,ACC-LAY22,ACC-SMF02,9210.4,USD,DEP,BRN,JP,SG,,
T-001637,2025-03-05 19:45:00.000000,ACC-N0147,ACC-N0196,8039.13,USD,XFER,ONL,SG,FR,,
T-001638,2025-04-23 08:07:00.000000,ACC-LAY10,ACC-SMF18,5829.07,USD,WD,BRN,DE,GB,,
T-001639,2025-03-10 08:05:00.000000,ACC-SMF13,ACC-N0126,7215.84,USD,XFER,ONL,SG,CA,,
T-001640,2025-03-15 19:03:00.000000,ACC-N0102,ACC-SMF09,13883.51,USD,WD,ATM,AU,FR,,
T-001641,2025-03-14 04:50:00.000000,ACC-SMF20,ACC-N0142,6083.89,USD,XFER,MOB,AU,SG,,
T-001642,2025-05-19 01:05:00.000000,ACC-N0175,ACC-N0015,12749.0,USD,WD,ATM,FR,GB,,
T-001643,2025-03-30 01:12:00.000000,ACC-RCO10,ACC-N0034,10670.95,USD,WD,BRN,GB,FR,,
T-001644,2025-03-10 12:14:00.000000,ACC-N0051,ACC-N0143,2971.04,USD,XFER,MOB,US,DE,,
T-001645,2025-05-23 09:49:00.000000,ACC-N0161,ACC-N0006,1105.96,USD,WD,BRN,DE,AU,,
T-001646,2025-03-17 01:36:00.000000,ACC-RCO08,ACC-N0014,8872.99,USD,WD,BRN,SG,DE,,
T-001647,2025-03-17 02:03:00.000000,ACC-STR10,ACC-N0204,9841.4,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001648,2025-03-12 10:06:00.000000,ACC-N0112,ACC-LAY17,1321.57,USD,XFER,ONL,GB,US,,
T-001649,2025-04-03 11:25:00.000000,ACC-STR06,ACC-N0090,8396.19,USD,XFER,MOB,DE,JP,,
T-001650,2025-04-09 15:36:00.000000,ACC-N0159,ACC-N0091,9867.95,USD,WD,ATM,AU,AU,,
T-001651,2025-04-22 18:53:00.000000,ACC-N0114,ACC-N0030,5632.05,USD,XFER,MOB,SG,FR,,
T-001652,2025-03-31 10:48:41.467746,ACC-HUB03,ACC-SMF14,7012.77,USD,XFER,ONL,US,US,Y,SMURFING
T-001653,2025-03-11 23:00:00.000000,ACC-N0121,ACC-N0054,4884.85,USD,XFER,MOB,DE,FR,,
T-001654,2025-05-24 00:36:00.000000,ACC-N0206,ACC-SMF04,13608.13,USD,WD,BRN,US,JP,,
T-001655,2025-03-19 17:54:00.000000,ACC-LAY09,ACC-N0158,4789.85,USD,DEP,BRN,AU,US,,
T-001656,2025-05-28 17:01:00.000000,ACC-N0021,ACC-RCO02,14785.04,USD,XFER,MOB,AU,SG,,
T-001657,2025-04-27 22:35:00.000000,ACC-N0064,ACC-N0157,9106.65,USD,XFER,ONL,DE,JP,,
T-001658,2025-04-11 06:00:00.000000,ACC-SMF18,ACC-N0211,5828.05,USD,WD,ATM,SG,CA,,
T-001659,2025-04-12 23:48:00.000000,ACC-SMF23,ACC-SMF15,9028.88,USD,WD,ATM,DE,DE,,
T-001660,2025-03-20 04:45:00.000000,ACC-N0105,ACC-N0030,6882.44,USD,XFER,ONL,GB,DE,,
T-001661,2025-04-05 16:42:00.000000,ACC-STR02,ACC-LAY12,4937.58,USD,DEP,BRN,US,AU,,
T-001662,2025-03-26 21:00:00.000000,ACC-N0213,ACC-N0218,6559.29,USD,XFER,ONL,FR,JP,,
T-001663,2025-05-05 09:10:00.000000,ACC-N0176,ACC-N0156,14545.04,USD,XFER,MOB,JP,FR,,
T-001664,2025-04-19 09:18:00.000000,ACC-HUB03,ACC-LAY23,12306.5,USD,XFER,ONL,AU,FR,,
T-001665,2025-04-24 17:45:00.000000,ACC-N0106,ACC-N0055,465.41,USD,DEP,ATM,CA,GB,,
T-001666,2025-05-17 09:25:00.000000,ACC-N0099,ACC-N0184,13411.23,USD,WD,BRN,DE,US,,
T-001667,2025-04-12 00:20:00.000000,ACC-N0116,ACC-RCO07,10783.02,USD,WD,ATM,AU,FR,,
T-001668,2025-05-20 18:52:00.000000,ACC-N0094,ACC-N0212,6359.94,USD,WD,BRN,SG,DE,,
T-001669,2025-05-17 04:59:00.000000,ACC-N0132,ACC-N0061,5094.65,USD,XFER,MOB,US,US,,
T-001670,2025-04-13 19:40:00.000000,ACC-STR12,ACC-N0107,8831.83,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001671,2025-03-20 23:11:00.000000,ACC-N0019,ACC-N0007,10296.97,USD,WD,ATM,CA,FR,,
T-001672,2025-04-10 00:59:00.000000,ACC-N0152,ACC-N0075,11601.0,USD,DEP,ONL,DE,US,,
T-001673,2025-05-23 19:38:00.000000,ACC-N0142,ACC-N0203,7948.66,USD,WD,ATM,DE,AU,,
T-001674,2025-04-28 12:24:00.000000,ACC-N0161,ACC-N0197,6221.62,USD,XFER,MOB,US,CA,,
T-001675,2025-04-15 00:17:00.000000,ACC-SMF04,ACC-N0109,10575.39,USD,XFER,MOB,AU,CA,,
T-001676,2025-05-16 21:42:00.000000,ACC-N0042,ACC-N0097,1999.14,USD,XFER,ONL,US,GB,,
T-001677,2025-04-07 10:09:00.000000,ACC-SMF17,ACC-LAY05,3938.57,USD,DEP,ATM,AU,US,,
T-001678,2025-05-14 17:57:00.000000,ACC-N0204,ACC-HUB02,2454.85,USD,DEP,ATM,CA,JP,,
T-001679,2025-05-06 20:03:00.000000,ACC-N0164,ACC-N0121,4869.81,USD,XFER,ONL,JP,GB,,
T-001680,2025-05-22 04:09:00.000000,ACC-RCO03,ACC-N0179,7153.16,USD,XFER,ONL,SG,CA,,
T-001681,2025-04-26 05:08:00.000000,ACC-SMF07,ACC-N0215,13109.1,USD,DEP,ATM,SG,DE,,
T-001682,2025-03-19 00:09:00.000000,ACC-N0207,ACC-N0195,10949.01,USD,WD,ATM,GB,FR,,
T-001683,2025-03-20 09:10:00.000000,ACC-N0127,ACC-N0029,12683.15,USD,XFER,MOB,DE,US,,
T-001684,2025-04-27 06:51:00.000000,ACC-SMF08,ACC-SMF05,8014.99,USD,XFER,ONL,DE,FR,,
T-001685,2025-03-07 08:56:00.000000,ACC-N0037,ACC-N0020,1565.02,USD,WD,BRN,GB,GB,,
T-001686,2025-03-28 17:50:00.000000,ACC-N0052,ACC-STR12,7725.4,USD,XFER,MOB,AU,JP,,
T-001687,2025-04-19 20:00:00.000000,ACC-N0106,ACC-N0052,270.75,USD,DEP,BRN,FR,JP,,
T-001688,2025-03-30 04:45:56.202185,ACC-HUB03,ACC-SMF17,7047.06,USD,XFER,ONL,US,US,Y,SMURFING
T-001689,2025-03-26 10:55:00.000000,ACC-LAY23,ACC-LAY24,268304.17,USD,WIRE,WR,FR,AU,Y,LAYERING
T-001690,2025-05-12 04:11:00.000000,ACC-LAY07,ACC-LAY08,281156.03,USD,WIRE,WR,CA,GB,Y,LAYERING
T-001691,2025-05-17 17:56:00.000000,ACC-N0046,ACC-N0066,11515.88,USD,XFER,ONL,GB,SG,,
T-001692,2025-05-25 00:35:00.000000,ACC-N0013,ACC-N0220,9593.4,USD,XFER,ONL,DE,CA,,
T-001693,2025-03-27 17:45:00.000000,ACC-STR11,ACC-N0088,8905.48,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001694,2025-03-05 08:53:00.000000,ACC-N0080,ACC-N0127,5866.28,USD,XFER,ONL,GB,FR,,
T-001695,2025-03-05 07:28:00.000000,ACC-SMF14,ACC-HUB02,12251.33,USD,WD,ATM,FR,SG,,
T-001696,2025-03-18 23:05:00.000000,ACC-N0096,ACC-N0006,947.64,USD,XFER,ONL,AU,JP,,
T-001697,2025-03-12 11:05:00.000000,ACC-N0155,ACC-N0060,8129.45,USD,DEP,ATM,JP,DE,,
T-001698,2025-05-03 00:50:00.000000,ACC-N0061,ACC-N0216,6885.2,USD,DEP,ATM,JP,DE,,
T-001699,2025-04-29 19:28:00.000000,ACC-N0001,ACC-N0066,5579.41,USD,XFER,ONL,GB,US,,
T-001700,2025-04-03 21:38:36.103512,ACC-RCO03,ACC-N0071,3931.17,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001701,2025-04-26 15:47:00.000000,ACC-N0170,ACC-N0083,11416.85,USD,XFER,ONL,CA,JP,,
T-001702,2025-05-14 17:33:00.000000,ACC-N0144,ACC-N0060,6436.55,USD,DEP,BRN,JP,FR,,
T-001703,2025-05-27 06:05:00.000000,ACC-N0186,ACC-N0047,5791.96,USD,XFER,ONL,US,FR,,
T-001704,2025-03-17 23:11:00.000000,ACC-LAY13,ACC-N0213,9563.36,USD,WD,ATM,FR,GB,,
T-001705,2025-03-10 17:28:00.000000,ACC-N0047,ACC-N0170,5416.19,USD,DEP,ATM,DE,AU,,
T-001706,2025-05-26 15:43:00.000000,ACC-N0036,ACC-N0195,8381.78,USD,XFER,ONL,AU,AU,,
T-001707,2025-03-06 06:17:00.000000,ACC-STR12,ACC-N0075,9618.98,USD,WD,ATM,FR,DE,,
T-001708,2025-03-19 00:36:00.000000,ACC-LAY12,ACC-N0148,6280.76,USD,DEP,BRN,US,US,,
T-001709,2025-03-20 20:48:00.000000,ACC-N0053,ACC-N0030,2828.69,USD,WD,ATM,US,FR,,
T-001710,2025-03-25 08:36:00.000000,ACC-LAY11,ACC-N0162,11842.01,USD,WD,BRN,DE,JP,,
